,timestamp,frame_number,video_name,x1,y1,x2,y2,center_x,center_y,prev_x,prev_y,distance_pixels,distance_meters,speed_ms,speed_kmh,video_sequence,global_frame_number,court_relative_x,court_relative_y,court_position_x_meters,court_position_y_meters,estimated_height_meters,distance_to_net_meters,court_region
1,2024-01-01 00:00:00.033330,1,input_video.mp4,895.4452514648438,618.047607421875,912.2303466796875,635.4603881835938,903.8377990722656,626.7539978027344,,,,,,,1,1,0.6724983624049595,0.8290396796332465,7.377307035582406,19.697982788085938,1.158079359266493,7.817982788085937,near_court
2,2024-01-01 00:00:00.066660,2,input_video.mp4,873.9142456054688,638.284423828125,895.6679077148438,659.1405029296875,884.7910766601562,648.7124633789062,903.8377990722656,626.7539978027344,29.06805540630255,0.2372593510469784,7.117780531409352,25.624009913073667,1,2,0.6583266939435687,0.8580852690197173,7.221843832560949,20.388105991908482,1.2161705380394345,8.508105991908481,near_court
3,2024-01-01 00:00:00.099990,3,input_video.mp4,860.0900268554688,645.889404296875,881.661865234375,670.2574462890625,870.8759460449219,658.0734252929688,884.7910766601562,648.7124633789062,16.77076229619756,0.13688635594441015,4.106590678332305,14.783726441996297,1,3,0.6479731741405669,0.8704674937737682,7.108265720322019,20.682307652064733,1.2409349875475364,8.802307652064732,near_court
6,2024-01-01 00:00:00.199980,6,input_video.mp4,822.558349609375,687.126953125,837.773681640625,703.3621826171875,830.166015625,695.2445678710938,,,55.12705574722976,0.4499581856749334,13.498745570248001,48.59548405289281,1,6,0.6176830473400298,0.919635671787161,6.775983029320127,21.850543561662946,1.339271343574322,9.970543561662945,behind_near_baseline
7,2024-01-01 00:00:00.233310,7,input_video.mp4,812.8359985351562,693.7373657226562,832.3270263671875,716.30908203125,822.5815124511719,705.0232238769531,830.166015625,695.2445678710938,12.375249560099325,0.10100929142432262,3.0302787427296787,10.909003473826843,1,7,0.6120398158118838,0.9325704019536417,6.714076779456366,22.15787275041853,1.3651408039072834,10.27787275041853,behind_near_baseline
8,2024-01-01 00:00:00.266640,8,input_video.mp4,797.4115600585938,717.6558837890625,814.825439453125,738.77197265625,806.1184997558594,728.2139282226562,822.5815124511719,705.0232238769531,28.44010469488174,0.23213389025509873,6.964016707652962,25.070460147550662,1,8,0.5997905504135859,0.9632459368024554,6.579702338037038,22.886723458426342,1.4264918736049108,11.006723458426341,behind_near_baseline
10,2024-01-01 00:00:00.333300,10,input_video.mp4,768.9204711914062,759.4070434570312,787.9991455078125,779.7727661132812,778.4598083496094,769.5899047851562,,,49.76921384557643,0.4062263957484922,12.186791872454766,43.87245074083716,1,10,0.5792111669267926,1.01797606453063,6.353946501186916,24.18711129324777,1.5359521290612599,12.30711129324777,behind_near_baseline
11,2024-01-01 00:00:00.366630,11,input_video.mp4,776.865966796875,717.3300170898438,796.8065185546875,738.3931884765625,786.8362426757812,727.8616027832031,778.4598083496094,769.5899047851562,42.56073119657222,0.34738930150773606,10.421679045232082,37.5180445628355,1,11,0.5854436329432896,0.9627798978613797,6.422316653387887,22.875650373186385,1.4255597957227595,10.995650373186384,behind_near_baseline
13,2024-01-01 00:00:00.433290,13,input_video.mp4,794.0425415039062,645.8488159179688,814.6254272460938,669.4090576171875,804.333984375,657.6289367675781,,,72.37954365865335,0.5907764835829071,17.723294507487214,63.80386022695397,1,13,0.5984627859933036,0.86987954598886,6.565136762346541,20.668338012695315,1.23975909197772,8.788338012695315,near_court
14,2024-01-01 00:00:00.466620,14,input_video.mp4,802.1651000976562,607.8372802734375,821.5535888671875,626.939453125,811.8593444824219,617.3883666992188,804.333984375,657.6289367675781,40.93817929723936,0.33414570453178255,10.024371135953476,36.08773608943252,1,14,0.6040620122637067,0.8166512787026703,6.626560274532863,19.403634381975447,1.1333025574053406,7.523634381975446,near_court
15,2024-01-01 00:00:00.499950,15,input_video.mp4,815.6656494140625,570.2180786132812,831.7080688476562,587.182373046875,823.6868591308594,578.7002258300781,811.8593444824219,617.3883666992188,40.45568373751051,0.33020747812536483,9.906224343760945,35.6624076375394,1,15,0.6128622463771275,0.7654764891932251,6.723098842757089,18.18772138323103,1.0309529783864502,6.307721383231028,near_court
